genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.202	HMPREF9024_00188	VBIPedAci303_0202		226093	227004	+	912		hypothetical protein	FIG00751942	PLF_1253_00001659	PGF_02753421			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.203	HMPREF9024_00189	VBIPedAci303_0203		227107	228567	+	1461		Xyloside transporter XynT	FIG00079740	PLF_1253_00001440	PGF_01350985			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.204	HMPREF9024_00190	VBIPedAci303_0204		228728	230212	+	1485		Xylan 1,4-beta-xylosidase (EC 3.2.1.37)	FIG00003086	PLF_1253_00001570	PGF_00917167	GO:0009044|xylan 1,4-beta-xylosidase activity	3.2.1.37|Xylan 1,4-beta-xylosidase	00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.205	HMPREF9024_00191	VBIPedAci303_0205		230443	230655	+	213		hypothetical protein	FIG00638284	PLF_1253_00000829	PGF_00115220			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.206	HMPREF9024_00192	VBIPedAci303_0206		231101	232303	+	1203		hypothetical protein	FIG00638284	PLF_1253_00001261	PGF_04722197			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.207	HMPREF9024_00193	VBIPedAci303_0207		232315	233043	+	729		hypothetical protein	FIG00638284	PLF_1253_00001262	PGF_00169988			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.208	HMPREF9024_00194	VBIPedAci303_0208		233211	234053	-	843		NAD(P)H dehydrogenase (quinone) 2 (EC 1.6.5.2)		PLF_1253_00002960	PGF_04591364	GO:0003955|NAD(P)H dehydrogenase (quinone) activity	1.6.5.2|NAD(P)H dehydrogenase (quinone)	00130|Ubiquinone and other terpenoid-quinone biosynthesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.209	HMPREF9024_00195	VBIPedAci303_0209		234316	234900	+	585		Transcriptional regulator, AcrR family	FIG00554417	PLF_1253_00002961	PGF_07182652			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.210	HMPREF9024_00196	VBIPedAci303_0210		235517	236935	-	1419		Dipeptidase	FIG00906431	PLF_1253_00000077	PGF_00423498			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.211	HMPREF9024_00197	VBIPedAci303_0211		237052	237660	+	609		endonuclease III domain protein	FIG01340929	PLF_1253_00000801	PGF_00070958			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.212	HMPREF9024_00198	VBIPedAci303_0212		237749	239554	-	1806		ABC-type antimicrobial peptide transport system, permease component	FIG00918569	PLF_1253_00000222	PGF_00007769			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.213	HMPREF9024_00199	VBIPedAci303_0213		239567	240208	-	642		ABC transporter, ATP-binding protein	FIG00744535	PLF_1253_00011140	PGF_10425579			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.214	HMPREF9024_00200	VBIPedAci303_0214		240539	240781	+	243		hypothetical protein	FIG00906639	PLF_1253_00001497	PGF_02753366			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.215	HMPREF9024_00201	VBIPedAci303_0215		240778	241341	-	564		Lysine decarboxylase family	FIG01480937	PLF_1253_00001252	PGF_02016712			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.216	HMPREF9024_00202	VBIPedAci303_0216		242153	243571	+	1419		Predicted acyltransferase	FIG00922093	PLF_1253_00000607	PGF_02754965			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.217	HMPREF9024_00203	VBIPedAci303_0217		243888	244610	-	723		sugar specific permease (putative)	FIG00748374	PLF_1253_00001697	PGF_00412996			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.218	HMPREF9024_00205	VBIPedAci303_0218		244907	245524	-	618		Uncharacterized membrane-associated protein	FIG00006211	PLF_1253_00001437	PGF_00064815			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.219	HMPREF9024_00206	VBIPedAci303_0219		245718	246599	+	882		Efflux ABC transporter, ATP-binding protein	FIG00744535	PLF_1253_00001111	PGF_00884706			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.220	HMPREF9024_00207	VBIPedAci303_0220		246592	247350	+	759		Efflux ABC transporter, permease protein	FIG00001785	PLF_1253_00001205	PGF_07604576			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.221	HMPREF9024_00208	VBIPedAci303_0221		247343	248443	+	1101		Two-component system sensor histidine kinase	FIG01107919	PLF_1253_00000997	PGF_02620852			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.222	HMPREF9024_00209	VBIPedAci303_0222		248447	248950	+	504		Two-component transcriptional response regulator, LuxR family	FIG01124340	PLF_1253_00001331	PGF_09666309			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.223	HMPREF9024_00210	VBIPedAci303_0223		249247	250719	-	1473		RNA methyltransferase, TrmA family	FIG00004538	PLF_1253_00000640	PGF_01469197			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.224	HMPREF9024_00211	VBIPedAci303_0224		250926	251462	+	537		hypothetical protein	FIG00906370	PLF_1253_00010963	PGF_02975511			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.225	HMPREF9024_00212	VBIPedAci303_0225		251669	252229	-	561		peptidoglycan lytic protein P45	FIG00340341	PLF_1253_00001052	PGF_00402646			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.226	HMPREF9024_00213	VBIPedAci303_0226		252316	254667	+	2352		DinG family ATP-dependent helicase CPE1197	FIG00002416	PLF_1253_00000315	PGF_00423471	GO:0003677|DNA binding;GO:0004003|ATP-dependent DNA helicase activity;GO:0005524|ATP binding		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.227	HMPREF9024_00214	VBIPedAci303_0227		254832	256103	+	1272		Pyrimidine nucleoside transporter	FIG01318622	PLF_1253_00000636	PGF_00045922			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.228	HMPREF9024_00215	VBIPedAci303_0228		256204	257118	+	915		Non-specific ribonucleoside hydrolase RihC	FIG00000527	PLF_1253_00000029	PGF_02621603			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.229	HMPREF9024_00216	VBIPedAci303_0229		257221	257694	-	474		Acetyltransferase, GNAT family	FIG00989082	PLF_1253_00000932	PGF_10519603			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.230	HMPREF9024_00217	VBIPedAci303_0230		257802	258533	+	732		16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)	FIG01089612	PLF_1253_00000259	PGF_00008838		2.1.1.170|16S rRNA (guanine(527)-N(7))-methyltransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.231	HMPREF9024_00218	VBIPedAci303_0231		258543	259394	+	852		Chromosome (plasmid) partitioning protein ParB	FIG00021843	PLF_1253_00000442	PGF_03475877			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.232	HMPREF9024_00219	VBIPedAci303_0232		259408	259608	+	201		Uncharacterized protein CAC3725	FIG00906200	PLF_1253_00006236	PGF_06429692			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.233	HMPREF9024_00220	VBIPedAci303_0233		260024	261130	+	1107		GTP-binding and nucleic acid-binding protein YchF	FIG00049915	PLF_1253_00000088	PGF_00007012	GO:0005525|GTP binding;GO:0005622|intracellular		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.234	HMPREF9024_00221	VBIPedAci303_0234		261157	261855	+	699		Integral membrane protein	FIG01956050	PLF_1253_00000467	PGF_03207511			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.235	HMPREF9024_00222	VBIPedAci303_0235		261882	263024	+	1143		Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain	FIG00020613	PLF_1253_00000463	PGF_10048015	GO:0003938|IMP dehydrogenase activity	1.1.1.205|IMP dehydrogenase	00230|Purine metabolism;00983|Drug metabolism - other enzymes
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.236	HMPREF9024_00223	VBIPedAci303_0236		263269	263763	+	495		Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	FIG00000328	PLF_1253_00001365	PGF_10483430	GO:0003908|methylated-DNA-[protein]-cysteine S-methyltransferase activity	2.1.1.63|Methylated-DNA--[protein]-cysteine S-methyltransferase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.237	HMPREF9024_00224	VBIPedAci303_0237		263880	264569	+	690		Two-component transcriptional response regulator, OmpR family	FIG00751934	PLF_1253_00000297	PGF_07420062			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.238	HMPREF9024_00225	VBIPedAci303_0238		264589	265737	+	1149		Two-component system sensor histidine kinase	FIG01107919	PLF_1253_00000702	PGF_02620852			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.239	HMPREF9024_00226	VBIPedAci303_0239		266049	267296	+	1248		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	FIG00561498	PLF_1253_00000279	PGF_06594113	GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity	3.4.16.4|Serine-type D-Ala-D-Ala carboxypeptidase	00550|Peptidoglycan biosynthesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.240	HMPREF9024_00227	VBIPedAci303_0240		267514	268302	+	789		branched-chain amino acid transport protein	FIG00748957	PLF_1253_00000175	PGF_00069343			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.241	HMPREF9024_00228	VBIPedAci303_0241		268324	268656	+	333		Predicted membrane protein	FIG00975484	PLF_1253_00000609	PGF_00036013			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.242	HMPREF9024_00229	VBIPedAci303_0242		268931	270214	+	1284		Extracellular protein	FIG00001264	PLF_1253_00001779	PGF_00425286			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.243	HMPREF9024_00230	VBIPedAci303_0243		270215	270838	+	624		hypothetical protein	FIG00750381	PLF_1253_00002259	PGF_10341091			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.244	HMPREF9024_00231	VBIPedAci303_0244		270840	272180	+	1341		Glycosyltransferase	FIG00007960	PLF_1253_00002142	PGF_04305571			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.245	HMPREF9024_00232	VBIPedAci303_0245		272182	272553	+	372		6-pyruvoyl-tetrahydropterin synthase related protein	FIG00141316	PLF_1253_00002348	PGF_00000020			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.246	HMPREF9024_00233	VBIPedAci303_0246		272572	274125	+	1554		hypothetical protein	FIG00885829	PLF_1253_00002214	PGF_02035724			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.247	HMPREF9024_00234	VBIPedAci303_0247		274297	274740	-	444		hypothetical protein	FIG00001650	PLF_1253_00001464	PGF_02753342			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.248		VBIPedAci303_0248		274756	274872	-	117		hypothetical protein	FIG00638284	PLF_1253_00002215	PGF_02753665			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.249		VBIPedAci303_0249		274901	275017	-	117		hypothetical protein		PLF_1253_00001465	PGF_02753343			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.250	HMPREF9024_00235	VBIPedAci303_0250		275162	276337	-	1176		Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	FIG00001555	PLF_1253_00000060	PGF_00821117		2.1.1.79|Cyclopropane-fatty-acyl-phospholipid synthase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.251	HMPREF9024_00236	VBIPedAci303_0251		276492	277382	+	891		hypothetical protein, lipoprotein	FIG00745736	PLF_1253_00001051	PGF_02753266			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.252	HMPREF9024_00237	VBIPedAci303_0252		277593	278879	+	1287		Enolase (EC 4.2.1.11)	FIG00000118	PLF_1253_00001071	PGF_02516909	GO:0004634|phosphopyruvate hydratase activity	4.2.1.11|Phosphopyruvate hydratase	00010|Glycolysis / Gluconeogenesis;00680|Methane metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.253	HMPREF9024_00238	VBIPedAci303_0253		278974	279663	+	690		Phosphoglycerate mutase (EC 5.4.2.11)	FIG00005840	PLF_1253_00000592	PGF_02703381		5.4.2.11|Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.254	HMPREF9024_00239	VBIPedAci303_0254		279731	280684	-	954		hypothetical protein	FIG00638284	PLF_1253_00002962	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.255	HMPREF9024_00240	VBIPedAci303_0255		280839	281729	+	891		Transcriptional regulator	FIG00139190	PLF_1253_00002439	PGF_10468365			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.256	HMPREF9024_00241	VBIPedAci303_0256		281900	282589	+	690		hypothetical protein	FIG00638284	PLF_1253_00001041	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.257	HMPREF9024_00242	VBIPedAci303_0257		282867	283730	+	864		hypothetical protein	FIG00638284	PLF_1253_00001928	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		283733	284920	+	1188		Aspartate aminotransferase (EC 2.6.1.1)	FIG00719736	PLF_1253_00001761	PGF_04544396	GO:0004069|aspartate transaminase activity	2.6.1.1|Aspartate transaminase	00250|Alanine, aspartate and glutamate metabolism;00270|Cysteine and methionine metabolism;00330|Arginine and proline metabolism;00350|Tyrosine metabolism;00360|Phenylalanine metabolism;00400|Phenylalanine, tyrosine and tryptophan biosynthesis;00401|Novobiocin biosynthesis;00710|Carbon fixation in photosynthetic organisms;00950|Isoquinoline alkaloid biosynthesis;00960|Tropane, piperidine and pyridine alkaloid biosynthesis
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.259	HMPREF9024_00244	VBIPedAci303_0259		285059	285535	-	477		Rrf2 family transcriptional regulator, group III	FIG00001194	PLF_1253_00001415	PGF_01896482			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.260	HMPREF9024_00245	VBIPedAci303_0260		285654	286508	+	855		Oxidoreductase		PLF_1253_00001380	PGF_02621097			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.261	HMPREF9024_00246	VBIPedAci303_0261		286619	287221	-	603		Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	FIG00000979	PLF_1253_00001161	PGF_00368502		3.1.3.73|Adenosylcobalamin/alpha-ribazole phosphatase	00860|Porphyrin and chlorophyll metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.262	HMPREF9024_00247	VBIPedAci303_0262		287302	289164	-	1863		hypothetical protein	FIG00906458	PLF_1253_00011096	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.263	HMPREF9024_00248	VBIPedAci303_0263		289497	290576	+	1080		Glycosyl transferase, family 2	FIG00524602	PLF_1253_00000920	PGF_00666902			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.264	HMPREF9024_00249	VBIPedAci303_0264		290576	292540	+	1965		Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)	FIG00905140	PLF_1253_00000109	PGF_00417366		2.4.1.12|Cellulose synthase (UDP-forming)	00500|Starch and sucrose metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.265	HMPREF9024_00250	VBIPedAci303_0265		292571	294427	+	1857		hypothetical protein	FIG00906458	PLF_1253_00001154	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.266		VBIPedAci303_0266		294510	294677	+	168		hypothetical protein	FIG00638284	PLF_1253_00001489	PGF_02753359			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.267	HMPREF9024_00251	VBIPedAci303_0267		294907	296250	+	1344		Manganese transport protein MntH	FIG00554286	PLF_1253_00000523	PGF_00905234	GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.268	HMPREF9024_00252	VBIPedAci303_0268		296532	297530	+	999		Ribose operon repressor	FIG00024226	PLF_1253_00000148	PGF_10421308	GO:0003700|transcription factor activity;GO:0005622|intracellular		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.269	HMPREF9024_00253	VBIPedAci303_0269		297662	298567	+	906		Ribokinase (EC 2.7.1.15)	FIG00028476	PLF_1253_00000146	PGF_02382389	GO:0004747|ribokinase activity	2.7.1.15|Ribokinase	00030|Pentose phosphate pathway
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.270	HMPREF9024_00254	VBIPedAci303_0270		298585	298980	+	396		D-ribose pyranase (EC 5.4.99.62)	FIG00023042	PLF_1253_00000665	PGF_03752215		5.4.99.62|D-ribose pyranase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.271	HMPREF9024_00255	VBIPedAci303_0271		299147	300031	+	885		Putative ribose uptake protein RbsU, GRP transporter family (TC 2.A.7.5)	FIG00013350	PLF_1253_00000989	PGF_00043818			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.272	HMPREF9024_00256	VBIPedAci303_0272		300240	301403	+	1164		NADH:flavin oxidoreductase, Old Yellow Enzyme family	FIG01481567	PLF_1253_00001371	PGF_03026223			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.273	HMPREF9024_00257	VBIPedAci303_0273		301693	302313	+	621		Transcriptional regulator, LysR family	FIG01108996	PLF_1253_00001019	PGF_07987589			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.274		VBIPedAci303_0274		302264	302578	+	315		Transcriptional regulator	FIG00638284	PLF_1253_00002963	PGF_02754025			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.275	HMPREF9024_00258	VBIPedAci303_0275		302668	303177	+	510		Flavodoxin	FIG00010844	PLF_1253_00002139	PGF_08946513	GO:0010181|FMN binding;GO:0016491|oxidoreductase activity		
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.276	HMPREF9024_00259	VBIPedAci303_0276		303191	303607	+	417		Transcriptional regulator	FIG01312420	PLF_1253_00004367	PGF_01121714			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.277	HMPREF9024_00260	VBIPedAci303_0277		303609	303926	+	318		4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	FIG01304850	PLF_1253_00000058	PGF_05406020	GO:0047575|4-carboxymuconolactone decarboxylase activity	4.1.1.44|4-carboxymuconolactone decarboxylase	00362|Benzoate degradation via hydroxylation
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.278	HMPREF9024_00261	VBIPedAci303_0278		304171	304878	-	708		Transcriptional regulator, MerR family	FIG00003460	PLF_1253_00001429	PGF_00057506			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.279		VBIPedAci303_0279		305186	305368	+	183		hypothetical protein	FIG00638284	PLF_1253_00004371	PGF_03997128			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.280		VBIPedAci303_0280		305418	305540	+	123		hypothetical protein	FIG00638284	PLF_1253_00004370	PGF_02753279			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.281	HMPREF9024_00262	VBIPedAci303_0281		305564	306016	+	453		Uncharacterized transcriptional regulator YybA, MarR family	FIG00554610	PLF_1253_00004411	PGF_01466951			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.282	HMPREF9024_00263	VBIPedAci303_0282		306028	306561	+	534		N1-spermidine/spermine acetyltransferase PaiA	FIG00628485	PLF_1253_00001367	PGF_00024249			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.283	HMPREF9024_00264	VBIPedAci303_0283		306558	306968	-	411		Peptide deformylase (EC 3.5.1.88)	FIG00000017	PLF_1253_00001221	PGF_00030655	GO:0042586|peptide deformylase activity	3.5.1.88|Peptide deformylase	
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.284	HMPREF9024_00265	VBIPedAci303_0284		307182	307895	+	714		Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	FIG00000173	PLF_1253_00001212	PGF_00777371	GO:0004590|orotidine-5'-phosphate decarboxylase activity	4.1.1.23|Orotidine-5'-phosphate decarboxylase	00240|Pyrimidine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.285	HMPREF9024_00266	VBIPedAci303_0285		308195	309004	-	810		hypothetical protein	FIG00906369	PLF_1253_00001287	PGF_00348929			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.286		VBIPedAci303_0286		309124	309249	+	126		hypothetical protein	FIG00638284	PLF_1253_00001488	PGF_00243054			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.287	HMPREF9024_00267	VBIPedAci303_0287		309482	310438	+	957		oxidoreductase of aldo/keto reductase family, subgroup 1	FIG01239241	PLF_1253_00001278	PGF_00402267			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.288	HMPREF9024_00268	VBIPedAci303_0288		310936	311190	+	255		hypothetical protein	FIG00906093	PLF_1253_00000002	PGF_08225224			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.289	HMPREF9024_00269	VBIPedAci303_0289		311201	311746	+	546		Hypothetical protein SAV2184	FIG00906524	PLF_1253_00002040	PGF_02753583			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.290	HMPREF9024_00270	VBIPedAci303_0290		311763	311960	+	198		Hypothetical protein SAV2183	FIG00906232	PLF_1253_00011782	PGF_10667391			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.291	HMPREF9024_00271	VBIPedAci303_0291		312089	312505	+	417		Alkaline shock protein 23	FIG00906556	PLF_1253_00001033	PGF_02753255			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.292	HMPREF9024_00272	VBIPedAci303_0292		312533	312967	+	435		Alkaline shock protein 23	FIG00906125	PLF_1253_00000852	PGF_02753255			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.293		VBIPedAci303_0293		313030	313203	-	174		hypothetical protein	FIG00906553	PLF_1253_00001548	PGF_02753408			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.294	HMPREF9024_00273	VBIPedAci303_0294		313203	313886	-	684		Uncharacterized NAD(P)H oxidoreductase, YdeQ/YrkL/YwrO family	FIG00024510	PLF_1253_00001369	PGF_06716866			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.295	HMPREF9024_00274	VBIPedAci303_0295		313889	314197	-	309		hypothetical protein	FIG00638284	PLF_1253_00001485	PGF_02753356			
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.296	HMPREF9024_00275	VBIPedAci303_0296		314187	314897	-	711		GTP pyrophosphokinase (EC 2.7.6.5)	FIG00005237	PLF_1253_00000913	PGF_00007007	GO:0008728|GTP diphosphokinase activity	2.7.6.5|GTP diphosphokinase	00230|Purine metabolism
563194.3	Pediococcus acidilactici 7_4	NZ_GG730083	PATRIC	CDS	fig|563194.3.peg.297	HMPREF9024_00276	VBIPedAci303_0297		315050	316042	+	993		Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK	FIG00017186	PLF_1253_00000585	PGF_01979610		2.7.1.121|Phosphoenolpyruvate--glycerone phosphotransferase	
