orgId	gdb	gid	pathway	step	score	locusId	sysName	desc	locusId2	sysName2	desc2	blastBits	curatedIds	identity	blastCoverage	blastScore	curatedDesc	hmmBits	hmmId	hmmCoverage	hmmScore	hmmDesc	otherIds	otherBits	otherIdentity	otherCoverage
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	gly	agx1	0	1_1478						200.3	SwissProt::Q940M2	31.9	0.878151260504202	0	Alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial; Beta-alanine-pyruvate aminotransferase 1; EC 2.6.1.44						BRENDA::M1GRN3,SwissProt::M1GRN3	644.0	71.2	0.995555555555556
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	gly	agx1	0	1_431						174.5	SwissProt::Q94AL9	31.7	0.828092243186583	0	Alanine--glyoxylate aminotransferase 2 homolog 2, mitochondrial; Beta-alanine-pyruvate aminotransferase 2; EC 2.6.1.44						SwissProt::Q9M8M7	270.8	39.0	0.849015317286652
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	gly	gly1	1	1_2024						474.2	BRENDA::P0A825,CharProtDB::CH_024268,SwissProt::P0A825,ecocyc::GLYOHMETRANS-MONOMER,metacyc::GLYOHMETRANS-MONOMER	57.5	0.983213429256595	1	glycine hydroxymethyltransferase (EC 2.1.2.1); low-specificity L-threonine aldolase (EC 4.1.2.48);; serine hydroxymethyltransferase; EC 2.1.2.1;; Serine hydroxymethyltransferase; SHMT; Serine methylase; EC 2.1.2.1;; serine hydroxymethyltransferase (EC 2.1.2.1);; serine hydroxymethyltransferase (EC 2.1.2.1)						BRENDA::Q5HE87,SwissProt::Q5HE87	490.7	60.4	0.995145631067961
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	gly	glyA	2	1_2024						490.7	BRENDA::Q5HE87,SwissProt::Q5HE87	60.4	0.995145631067961	2	glycine hydroxymethyltransferase (EC 2.1.2.1);; Serine hydroxymethyltransferase; SHMT; Serine methylase; EC 2.1.2.1									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisA	2	1_2156						464.2	curated2:Q88UE2	100.0	1	1	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase; EC 5.3.1.16; Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	249.6	TIGR00007	0.995670995670996	2	hisA: 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase (EC 5.3.1.16)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisA	0	1_2155						113.6	curated2:B4STP1	31.3	0.979508196721312	0	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase; EC 5.3.1.16; Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase						SwissProt::Q7SIB9	265.4	55.2	0.984126984126984
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisB	2	1_2158						186.0	uniprot:Q9HU41	45.4	0.984771573604061	2	RecName: Full=Imidazoleglycerol-phosphate dehydratase {ECO:0000255|HAMAP-Rule:MF_00076}; Short=IGPD {ECO:0000255|HAMAP-Rule:MF_00076}; EC=4.2.1.19 {ECO:0000255|HAMAP-Rule:MF_00076};									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisC	2	1_2152						703.4	curated2:Q88UE6	98.9	1	1	Histidinol-phosphate aminotransferase; EC 2.6.1.9; Imidazole acetol-phosphate transaminase	310.7	TIGR01141	0.991404011461318	2	hisC: histidinol-phosphate transaminase (EC 2.6.1.9)	reanno::BFirm:BPHYT_RS14905	204.9	30.8	0.940540540540541
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisC	0	1_1230						58.5	curated2:B0TY45	30.1	0.501385041551247	0	Histidinol-phosphate aminotransferase; EC 2.6.1.9; Imidazole acetol-phosphate transaminase						CharProtDB::CH_024051	432.6	55.2	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisD	2	1_2159						345.1	BRENDA::Q8G2R2	46.0	0.930232558139535	2	histidinol dehydrogenase (EC 1.1.1.23)	547.8	TIGR00069	1	2	hisD: histidinol dehydrogenase (EC 1.1.1.23)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisE	2	1_2154						148.7	curated2:B3WED0	68.0	0.881818181818182	1	Phosphoribosyl-AMP cyclohydrolase; PRA-CH; EC 3.5.4.19	119.6	PF01502	1	2	PRA-CH	BRENDA::A1BPP9	62.0	37.2	0.109004739336493
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisE	0	1_2159						277.3	SwissProt::P00815	39.9	0.521902377972466	0	Histidine biosynthesis trifunctional protein; EC 3.5.4.19; EC 3.6.1.31; EC 1.1.1.23						BRENDA::Q8G2R2	345.1	46.0	0.930232558139535
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisF	2	1_2155						265.4	SwissProt::Q7SIB9	55.2	0.984126984126984	2	Imidazole glycerol phosphate synthase subunit HisF; IGP synthase cyclase subunit; IGP synthase subunit HisF; ImGP synthase subunit HisF; IGPS subunit HisF; EC 4.3.2.10	342.7	TIGR00735	1	2	hisF: imidazoleglycerol phosphate synthase, cyclase subunit				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisG	2	1_2160						426.4	curated2:Q88UD9	100.0	1	1	ATP phosphoribosyltransferase; ATP-PRT; ATP-PRTase; EC 2.4.2.17	196.9	TIGR00070	1	2	hisG: ATP phosphoribosyltransferase (EC 2.4.2.17)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisH	2	1_2157						407.9	curated2:Q88UE1	99.5	1	1	Imidazole glycerol phosphate synthase subunit HisH; EC 4.3.2.10; IGP synthase glutaminase subunit; EC 3.5.1.2; IGP synthase subunit HisH; ImGP synthase subunit HisH; IGPS subunit HisH	204.8	TIGR01855	0.994949494949495	2	hisH: imidazole glycerol phosphate synthase, glutamine amidotransferase subunit (EC 2.4.2.-)	metacyc::AT4G26900-MONOMER	137.5	38.0	0.336148648648649
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisI	2	1_2153						165.6	curated2:B2GBR7	74.5	1	1	Phosphoribosyl-ATP pyrophosphatase; PRA-PH; EC 3.6.1.31	113.1	TIGR03188	1	2	hisE: phosphoribosyl-ATP diphosphatase (EC 3.6.1.31)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisI	0	1_2159						277.3	SwissProt::P00815	39.9	0.521902377972466	0	Histidine biosynthesis trifunctional protein; EC 3.5.4.19; EC 3.6.1.31; EC 1.1.1.23						BRENDA::Q8G2R2	345.1	46.0	0.930232558139535
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisN	2	1_2162						202.6	uniprot:HIS9_BACHD	40.8	0.945054945054945	2	RecName: Full=Histidinol-phosphatase; Short=HolPase; EC=3.1.3.15;									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisN	0	1_2158						185.3	SwissProt::Q9S5G5	48.5	0.532394366197183	0	Histidine biosynthesis bifunctional protein HisB; EC 3.1.3.15; EC 4.2.1.19						SwissProt::O23346	174.1	44.8	0.713235294117647
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	hisN	0	1_1824						60.5	BRENDA::Q8NS80,SwissProt::Q8NS80	31.5	0.542307692307692	0	histidinol-phosphatase (EC 3.1.3.15);; Histidinol-phosphatase; HolPase; Histidinol-phosphate phosphatase; EC 3.1.3.15						BRENDA::Q91UZ5,SwissProt::Q91UZ5	112.8	31.7	0.868965517241379
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	prs	2	1_394						456.1	SwissProt::P14193	73.0	1	2	Ribose-phosphate pyrophosphokinase; RPPK; 5-phospho-D-ribosyl alpha-1-diphosphate; Phosphoribosyl diphosphate synthase; Phosphoribosyl pyrophosphate synthase; P-Rib-PP synthase; PPRibP synthase; PRPP synthase; PRPPase; EC 2.7.6.1	410.7	TIGR01251	0.996763754045307	2	prs: ribose-phosphate diphosphokinase (EC 2.7.6.1)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	his	prs	2	1_1839						364.4	BRENDA::E7EAU9	57.2	1	2	ribose-phosphate diphosphokinase (EC 2.7.6.1)	362.2	TIGR01251	0.996763754045307	2	prs: ribose-phosphate diphosphokinase (EC 2.7.6.1)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	ile	ilvA	0	1_1419						66.6	BRENDA::Q74FW6,SwissProt::Q74FW6	30.5	0.554726368159204	0	threonine ammonia-lyase (EC 4.3.1.19);; L-threonine ammonia-lyase; L-serine ammonia-lyase; Threonine/serine ammonia-lyase; EC 4.3.1.19; EC 4.3.1.17						CharProtDB::CH_021918	462.6	58.1	0.932853717026379
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	ile	ilvE	2	1_2034						530.4	BRENDA::Q8DTW7	75.1	0.991202346041056	2	branched-chain-amino-acid transaminase (EC 2.6.1.42)	443.4	TIGR01123	1	2	ilvE: branched-chain amino acid aminotransferase (EC 2.6.1.42)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	ile	ilvE	1	1_2689						324.3	BRENDA::A0A060PQX5	41.4	0.94484412470024	1	branched-chain-amino-acid transaminase (EC 2.6.1.42)						SwissProt::H3ZPL1	322.0	41.7	0.94484412470024
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	ile	ilvE	0	1_1228						188.3	reanno::acidovorax_3H11:Ac3H11_1358	31.7	0.982543640897756	0	L-leucine transaminase; L-isoleucine transaminase (EC 2.6.1.42)						SwissProt::Q2G1P1	266.2	33.9	0.986425339366516
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	ile	ilvH	1	1_805						240.4	BRENDA::P08142,ecocyc::LARGEILVB-MONOMER,metacyc::LARGEILVB-MONOMER	30.8	0.951957295373665	1	acetolactate synthase (subunit 2/2) (EC 2.2.1.6);; acetohydroxy acid synthase I subunit IlvB (EC 2.2.1.6);; acetohydroxy acid synthase I, large subunit (EC 2.2.1.6)									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	ile	ilvH	0	1_3043						236.5	curated2:Q7U5G1	31.4	0.891410048622366	0	Acetolactate synthase large subunit; AHAS; EC 2.2.1.6; Acetohydroxy-acid synthase large subunit; ALS						BRENDA::P37063	1194.5	99.7	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	leu	ilvE	2	1_2034						530.4	BRENDA::Q8DTW7	75.1	0.991202346041056	2	branched-chain-amino-acid transaminase (EC 2.6.1.42)	443.4	TIGR01123	1	2	ilvE: branched-chain amino acid aminotransferase (EC 2.6.1.42)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	leu	ilvE	1	1_2689						324.3	BRENDA::A0A060PQX5	41.4	0.94484412470024	1	branched-chain-amino-acid transaminase (EC 2.6.1.42)						SwissProt::H3ZPL1	322.0	41.7	0.94484412470024
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	leu	ilvE	0	1_1228						188.3	reanno::acidovorax_3H11:Ac3H11_1358	31.7	0.982543640897756	0	L-leucine transaminase; L-isoleucine transaminase (EC 2.6.1.42)						SwissProt::Q2G1P1	266.2	33.9	0.986425339366516
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	leu	ilvH	1	1_805						240.4	BRENDA::P08142,ecocyc::LARGEILVB-MONOMER,metacyc::LARGEILVB-MONOMER	30.8	0.951957295373665	1	acetolactate synthase (subunit 2/2) (EC 2.2.1.6);; acetohydroxy acid synthase I subunit IlvB (EC 2.2.1.6);; acetohydroxy acid synthase I, large subunit (EC 2.2.1.6)									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	leu	ilvH	0	1_3043						236.5	curated2:Q7U5G1	31.4	0.891410048622366	0	Acetolactate synthase large subunit; AHAS; EC 2.2.1.6; Acetohydroxy-acid synthase large subunit; ALS						BRENDA::P37063	1194.5	99.7	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	DAPtransferase	1	1_294						359.0	curated2:B1I544	44.6	0.977040816326531	1	LL-diaminopimelate aminotransferase; DAP-AT; DAP-aminotransferase; LL-DAP-aminotransferase; EC 2.6.1.83						metacyc::BSU13580-MONOMER	528.1	65.7	0.982412060301508
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	DAPtransferase	0	1_2252						189.5	BRENDA::Q2RK33,SwissProt::Q2RK33	32.3	0.928205128205128	0	LL-diaminopimelate aminotransferase (EC 2.6.1.83);; LL-diaminopimelate aminotransferase; DAP-AT; DAP-aminotransferase; LL-DAP-aminotransferase; EC 2.6.1.83						BRENDA::Q9RAT0	372.1	48.8	0.961636828644501
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	DAPtransferase	0	1_1035						192.6	curated2:Q30ZX9	32.2	0.997422680412371	0	LL-diaminopimelate aminotransferase; DAP-AT; DAP-aminotransferase; LL-DAP-aminotransferase; EC 2.6.1.83						BRENDA::Q9RAT0	443.4	56.9	0.976982097186701
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	DAPtransferase	0	1_679						182.6	curated2:B1I544	31.5	0.895408163265306	0	LL-diaminopimelate aminotransferase; DAP-AT; DAP-aminotransferase; LL-DAP-aminotransferase; EC 2.6.1.83						BRENDA::Q9RAT0	391.0	51.8	0.994884910485934
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	asd	2	1_2167						271.2	SwissProt::P23247	44.8	0.973293768545994	2	Aspartate-semialdehyde dehydrogenase 2; ASA dehydrogenase 2; ASADH 2; Aspartate-beta-semialdehyde dehydrogenase 2; EC 1.2.1.11	462.4	TIGR01296	0.994100294985251	2	asd: aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	CharProtDB::CH_024644,ecocyc::EG11059-MONOMER	181.4	31.0	0.976261127596439
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	asp-kinase	2	1_1963						439.1	SwissProt::P94417,metacyc::MONOMER-6563	48.8	0.986784140969163	2	Aspartokinase 3; Aspartate kinase 3; Aspartokinase III; EC 2.7.2.4;; aspartate kinase III (EC 2.7.2.4)	246.4	TIGR00657	0.98868778280543	2	aspartate kinase (EC 2.7.2.4)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	asp-kinase	2	1_786						412.9	CharProtDB::CH_090816	54.0	0.99009900990099	2	aspartate kinase 1; EC 2.7.2.4	284.8	TIGR00657	0.769230769230769	1	aspartate kinase (EC 2.7.2.4)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapA	2	1_1805						259.2	BRENDA::Q81WN7,CharProtDB::CH_021853	46.6	0.948630136986301	2	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7);; dihydrodipicolinate synthase; EC 4.2.1.52	290.4	TIGR00674	0.986013986013986	2	dapA: 4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapA	1	1_2253						173.7	BRENDA::Q81WN7,CharProtDB::CH_021853	46.2	0.633561643835616	0	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7);; dihydrodipicolinate synthase; EC 4.2.1.52	211.5	TIGR00674	0.660839160839161	1	dapA: 4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapB	2	1_1605						198.0	BRENDA::P9WP23,SwissProt::P9WP23	45.8	0.987755102040816	2	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8);; 4-hydroxy-tetrahydrodipicolinate reductase; HTPA reductase; EC 1.17.1.8	237.8	TIGR00036	0.996296296296296	2	dapB: 4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapC	2	1_173						315.5	SwissProt::Q96255,metacyc::AT4G35630-MONOMER	46.2	0.830232558139535	2	Phosphoserine aminotransferase 1, chloroplastic; AtPSAT1; Phosphohydroxythreonine aminotransferase; EC 2.6.1.52;; phosphoserine aminotransferase (EC 2.6.1.52)	462.1	TIGR01364	1	2	serC: phosphoserine transaminase (EC 2.6.1.52)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapC	0	1_431						254.2	reanno::azobra:AZOBR_RS19025	37.5	0.989717223650386	0	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]						SwissProt::Q9M8M7	270.8	39.0	0.849015317286652
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapC	0	1_679						161.4	BRENDA::P9WPZ5,SwissProt::P9WPZ5	30.1	0.931989924433249	0	succinyldiaminopimelate transaminase (EC 2.6.1.17);; Probable N-succinyldiaminopimelate aminotransferase DapC; DAP-AT; EC 2.6.1.17						BRENDA::Q9RAT0	391.0	51.8	0.994884910485934
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapC	0	1_1492						159.1	BRENDA::P9WPZ5,SwissProt::P9WPZ5	30.4	0.974811083123426	0	succinyldiaminopimelate transaminase (EC 2.6.1.17);; Probable N-succinyldiaminopimelate aminotransferase DapC; DAP-AT; EC 2.6.1.17						SwissProt::Q8DTM1	402.5	50.8	0.994910941475827
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapC	0	1_294						149.8	BRENDA::Q82IK5	31.6	0.997252747252747	0	succinyldiaminopimelate transaminase (EC 2.6.1.17); glutamate-prephenate aminotransferase (EC 2.6.1.79)						metacyc::BSU13580-MONOMER	528.1	65.7	0.982412060301508
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapD	0	1_1929						106.7	curated2:Q5FF20	36.0	0.612676056338028	0	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase; EC 2.3.1.117; Tetrahydrodipicolinate N-succinyltransferase; THDP succinyltransferase; THP succinyltransferase; Tetrahydropicolinate succinylase						SwissProt::O34981	322.0	67.4	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapE	1	1_2395						224.2	curated2:Q8CQC2	34.5	0.97283950617284	1	Probable succinyl-diaminopimelate desuccinylase; SDAP desuccinylase; EC 3.5.1.18									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapE	1	1_1647						212.2	curated2:Q931I4	33.9	0.955	1	Probable succinyl-diaminopimelate desuccinylase; SDAP desuccinylase; EC 3.5.1.18									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapF	2	1_1854						392.1	curated2:Q1WTU5	60.2	1	1	Diaminopimelate epimerase; DAP epimerase; EC 5.1.1.7; PLP-independent amino acid racemase	159.3	TIGR00652	0.962962962962963	2	dapF: diaminopimelate epimerase (EC 5.1.1.7)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapH	2	1_1929						322.0	SwissProt::O34981	67.4	1	2	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase; Tetrahydrodipicolinate N-acetyltransferase; THP acetyltransferase; Tetrahydropicolinate acetylase; EC 2.3.1.89	407.6	TIGR03532	1	2	dapD: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapH	0	1_2614						76.3	curated2:Q836H8	38.1	0.527896995708155	0	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase; EC 2.3.1.89; Tetrahydrodipicolinate N-acetyltransferase; THP acetyltransferase; Tetrahydropicolinate acetylase						BRENDA::Q5HCZ5	116.3	41.2	0.763819095477387
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapH	0	1_2151						70.5	curated2:B1IMX1	35.5	0.51271186440678	0	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase; EC 2.3.1.89; Tetrahydrodipicolinate N-acetyltransferase; THP acetyltransferase; Tetrahydropicolinate acetylase						CharProtDB::CH_088634,ecocyc::MALTACETYLTRAN-MONOMER,metacyc::MALTACETYLTRAN-MONOMER	166.0	44.0	0.989071038251366
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapL	2	1_1928						359.0	SwissProt::D5E0A1	46.2	0.994666666666667	2	N-acetyldiaminopimelate deacetylase; EC 3.5.1.47						BRENDA::O58453	203.0	35.5	0.855670103092783
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapL	0	1_2557						188.0	SwissProt::D5E0A1	32.3	0.946666666666667	0	N-acetyldiaminopimelate deacetylase; EC 3.5.1.47						BRENDA::O58453	224.9	34.4	0.971649484536082
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapL	0	1_1425						196.8	curated2:Q03CW2	36.0	0.953002610966057	0	N-acetyldiaminopimelate deacetylase; EC 3.5.1.47						SwissProt::O04373	255.8	38.8	0.868181818181818
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapX	1	1_1035						370.9	SwissProt::P16524	47.8	0.982188295165394	1	Probable N-acetyl-LL-diaminopimelate aminotransferase; Putative aminotransferase A; EC 2.6.1.-						BRENDA::Q9RAT0	443.4	56.9	0.976982097186701
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapX	1	1_679						351.7	SwissProt::P16524	47.1	0.969465648854962	1	Probable N-acetyl-LL-diaminopimelate aminotransferase; Putative aminotransferase A; EC 2.6.1.-						BRENDA::Q9RAT0	391.0	51.8	0.994884910485934
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapX	1	1_2252						350.5	SwissProt::P16524	45.8	0.94910941475827	1	Probable N-acetyl-LL-diaminopimelate aminotransferase; Putative aminotransferase A; EC 2.6.1.-						BRENDA::Q9RAT0	372.1	48.8	0.961636828644501
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	dapX	0	1_1492						224.2	SwissProt::P16524	35.4	0.961832061068702	0	Probable N-acetyl-LL-diaminopimelate aminotransferase; Putative aminotransferase A; EC 2.6.1.-						SwissProt::Q8DTM1	402.5	50.8	0.994910941475827
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	lysA	2	1_1473						340.1	SwissProt::Q5HG20	43.0	0.983372921615202	2	Diaminopimelate decarboxylase; DAP decarboxylase; DAPDC; EC 4.1.1.20	464.3	TIGR01048	0.988009592326139	2	lysA: diaminopimelate decarboxylase (EC 4.1.1.20)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	lysJ	0	1_431						241.1	curated2:Q5SHH5	38.7	0.944303797468354	0	[LysW]-aminoadipate semialdehyde transaminase; EC 2.6.1.-						SwissProt::Q9M8M7	270.8	39.0	0.849015317286652
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	lysJ	0	1_1478						205.3	curated2:Q5SHH5	33.4	0.939240506329114	0	[LysW]-aminoadipate semialdehyde transaminase; EC 2.6.1.-						BRENDA::M1GRN3,SwissProt::M1GRN3	644.0	71.2	0.995555555555556
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	lysN	0	1_1492						265.4	reanno::Smeli:SMc04386	37.3	0.946341463414634	0	2-aminoadipate:2-oxoglutarate aminotransferase (EC 2.6.1.39)						SwissProt::Q8DTM1	402.5	50.8	0.994910941475827
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	lysN	0	1_2689						229.6	BRENDA::Q72LL6,SwissProt::Q72LL6	33.2	0.952141057934509	0	2-aminoadipate transaminase (EC 2.6.1.39);; 2-aminoadipate transaminase; 2-aminoadipate aminotransferase; Alpha-aminoadipate aminotransferase; AAA-AT; AadAT; EC 2.6.1.39						BRENDA::A0A060PQX5	324.3	41.4	0.94484412470024
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	lysN	0	1_2252						220.7	reanno::Smeli:SMc04386	36.6	0.94390243902439	0	2-aminoadipate:2-oxoglutarate aminotransferase (EC 2.6.1.39)						BRENDA::Q9RAT0	372.1	48.8	0.961636828644501
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	lysN	0	1_1478						216.5	reanno::Putida:PP_4108	32.5	0.961538461538462	0	2-aminoadipate transaminase (2.6.1.39)						BRENDA::M1GRN3,SwissProt::M1GRN3	644.0	71.2	0.995555555555556
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	lysN	0	1_431						197.6	reanno::Putida:PP_4108	32.8	0.966346153846154	0	2-aminoadipate transaminase (2.6.1.39)						SwissProt::Q9M8M7	270.8	39.0	0.849015317286652
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	lys	lysY	0	1_428						170.2	curated2:B9KZP8	34.4	0.971590909090909	0	Putative [LysW]-L-2-aminoadipate 6-phosphate reductase; EC 1.2.1.-						SwissProt::Q07906	293.1	44.1	0.997101449275362
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	met	asd	2	1_2167						271.2	SwissProt::P23247	44.8	0.973293768545994	2	Aspartate-semialdehyde dehydrogenase 2; ASA dehydrogenase 2; ASADH 2; Aspartate-beta-semialdehyde dehydrogenase 2; EC 1.2.1.11	462.4	TIGR01296	0.994100294985251	2	asd: aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	CharProtDB::CH_024644,ecocyc::EG11059-MONOMER	181.4	31.0	0.976261127596439
